fold,seed,epoch,start_time,end_time,epoch_time_s,encoder_learning_rate,head_learning_rate,train_mse,val_mse
0,4610,34,2026_07_11_12_22_59,2026_07_11_12_23_00,27.538200616836548,3.960441545911203e-05,0.00039604415459112036,59.461334228515625,40.107322692871094
0,4610,35,2026_07_11_12_23_27,2026_07_11_12_23_27,27.683738708496094,3.705904774487396e-05,0.0003705904774487393,46.8702392578125,42.365055084228516
0,4610,36,2026_07_11_12_23_54,2026_07_11_12_23_54,27.064661979675293,3.454915028125261e-05,0.00034549150281252633,50.06019973754883,45.06865692138672
0,4610,37,2026_07_11_12_24_21,2026_07_11_12_24_21,26.62787413597107,3.208160252273493e-05,0.0003208160252273496,49.63539123535156,47.53882598876953
0,4610,38,2026_07_11_12_24_48,2026_07_11_12_24_48,26.666525840759277,2.9663167846209967e-05,0.00029663167846209954,53.29945373535156,45.16903305053711
0,4610,39,2026_07_11_12_25_14,2026_07_11_12_25_14,26.490074396133423,2.7300475013022622e-05,0.0002730047501302261,49.29453659057617,45.46906661987305
0,4610,40,2026_07_11_12_25_41,2026_07_11_12_25_42,27.15639352798462,2.4999999999999964e-05,0.0002499999999999999,46.52970504760742,38.75141906738281
0,4610,41,2026_07_11_12_26_09,2026_07_11_12_26_09,27.67417812347412,2.2768048249248587e-05,0.00022768048249248646,46.549652099609375,46.65609359741211
0,4610,42,2026_07_11_12_26_35,2026_07_11_12_26_35,26.523578643798828,2.0610737385376295e-05,0.00020610737385376335,53.199317932128906,41.309818267822266
0,4610,43,2026_07_11_12_27_02,2026_07_11_12_27_02,26.47320532798767,1.8533980447508083e-05,0.00018533980447508122,46.44554901123047,48.668243408203125
0,4610,44,2026_07_11_12_27_29,2026_07_11_12_27_29,26.68883204460144,1.6543469682057025e-05,0.00016543469682057067,43.31900405883789,44.38020706176758
0,4610,45,2026_07_11_12_27_55,2026_07_11_12_27_55,26.759682178497314,1.464466094067255e-05,0.00014644660940672598,41.22358703613281,43.62815475463867
0,4610,46,2026_07_11_12_28_22,2026_07_11_12_28_22,27.01572585105896,1.2842758726130236e-05,0.00012842758726130265,41.088871002197266,41.89015197753906
0,4610,47,2026_07_11_12_28_49,2026_07_11_12_28_49,26.631550550460815,1.1142701927151394e-05,0.00011142701927151426,41.983184814453125,40.98847961425781
0,4610,48,2026_07_11_12_29_16,2026_07_11_12_29_16,26.60579824447632,9.549150281252579e-06,9.54915028125261e-05,46.78870391845703,39.88731002807617
0,4610,49,2026_07_11_12_29_42,2026_07_11_12_29_43,26.540557861328125,8.066471602728756e-06,8.06647160272879e-05,43.454078674316406,39.90104293823242
0,4610,50,2026_07_11_12_30_10,2026_07_11_12_30_10,27.986101865768433,6.6987298107780415e-06,6.698729810778072e-05,40.820350646972656,38.829071044921875
0,4610,51,2026_07_11_12_30_37,2026_07_11_12_30_37,26.655816078186035,5.44967379058158e-06,5.4496737905816096e-05,39.042236328125,39.59501266479492
0,4610,52,2026_07_11_12_31_04,2026_07_11_12_31_05,27.571826457977295,4.322727117869926e-06,4.3227271178699496e-05,45.24849319458008,38.25236892700195
0,4610,53,2026_07_11_12_31_32,2026_07_11_12_31_33,27.46912121772766,3.3209786751398937e-06,3.3209786751399116e-05,43.054649353027344,37.86679458618164
0,4610,54,2026_07_11_12_31_59,2026_07_11_12_31_59,27.482407808303833,2.447174185242313e-06,2.4471741852423252e-05,37.0135612487793,37.92771530151367
0,4610,55,2026_07_11_12_32_26,2026_07_11_12_32_26,26.423738718032837,1.7037086855465814e-06,1.7037086855465877e-05,40.84077453613281,38.4580192565918
0,4610,56,2026_07_11_12_32_52,2026_07_11_12_32_52,26.789358615875244,1.0926199633097085e-06,1.0926199633097132e-05,37.41188049316406,38.44255065917969
0,4610,57,2026_07_11_12_33_19,2026_07_11_12_33_19,26.963096857070923,6.155829702431141e-07,6.15582970243116e-06,39.98723220825195,38.19539260864258
0,4610,58,2026_07_11_12_33_46,2026_07_11_12_33_46,26.696423530578613,2.7390523158632834e-07,2.7390523158632944e-06,41.215023040771484,38.17692565917969
0,4610,59,2026_07_11_12_34_13,2026_07_11_12_34_13,26.748610496520996,6.852326227130796e-08,6.852326227130831e-07,38.53644561767578,38.166351318359375
1,4611,0,2026_07_11_12_34_59,2026_07_11_12_35_00,39.1862154006958,0.0001,0.001,598.8871459960938,294.8421630859375
1,4611,1,2026_07_11_12_35_27,2026_07_11_12_35_27,27.608642101287842,9.993147673772868e-05,0.0009993147673772863,291.4352722167969,234.41098022460938
1,4611,2,2026_07_11_12_35_54,2026_07_11_12_35_55,27.620535373687744,9.972609476841366e-05,0.0009972609476841371,219.38958740234375,196.2594757080078
1,4611,3,2026_07_11_12_36_22,2026_07_11_12_36_23,27.920665502548218,9.938441702975685e-05,0.00099384417029757,191.7530975341797,112.5845947265625
1,4611,4,2026_07_11_12_36_50,2026_07_11_12_36_50,27.9006826877594,9.890738003669021e-05,0.0009890738003669032,176.55496215820312,142.41477966308594
1,4611,5,2026_07_11_12_37_17,2026_07_11_12_37_18,26.982795238494873,9.829629131445338e-05,0.0009829629131445344,167.08807373046875,56.617897033691406
1,4611,6,2026_07_11_12_37_44,2026_07_11_12_37_44,27.432594776153564,9.75528258147576e-05,0.000975528258147576,143.8106689453125,82.10574340820312
1,4611,7,2026_07_11_12_38_11,2026_07_11_12_38_11,26.941248416900635,9.667902132485998e-05,0.0009667902132486008,154.91529846191406,115.48973846435547
1,4611,8,2026_07_11_12_38_38,2026_07_11_12_38_38,26.89306926727295,9.567727288212996e-05,0.0009567727288213021,129.92718505859375,72.93513488769531
1,4611,9,2026_07_11_12_39_05,2026_07_11_12_39_05,26.514229774475098,9.455032620941836e-05,0.0009455032620941862,119.07637786865234,71.28346252441406
1,4611,10,2026_07_11_12_39_31,2026_07_11_12_39_31,26.5318603515625,9.330127018922193e-05,0.0009330127018922216,125.4556655883789,57.53945541381836
1,4611,11,2026_07_11_12_39_59,2026_07_11_12_39_59,27.323062658309937,9.193352839727114e-05,0.0009193352839727146,115.40680694580078,58.874210357666016
1,4611,12,2026_07_11_12_40_25,2026_07_11_12_40_26,26.20154047012329,9.045084971874726e-05,0.000904508497187477,110.3212661743164,42.21701431274414
1,4611,13,2026_07_11_12_40_52,2026_07_11_12_40_52,27.41105628013611,8.885729807284835e-05,0.0008885729807284893,95.09795379638672,53.09327697753906
1,4611,14,2026_07_11_12_41_19,2026_07_11_12_41_19,26.69422936439514,8.715724127386946e-05,0.0008715724127387006,92.43904876708984,63.80744934082031
1,4611,15,2026_07_11_12_41_46,2026_07_11_12_41_46,26.662137508392334,8.535533905932718e-05,0.0008535533905932771,103.2530517578125,49.003787994384766
1,4611,16,2026_07_11_12_42_12,2026_07_11_12_42_12,26.426504611968994,8.345653031794285e-05,0.0008345653031794324,90.5429916381836,48.44491958618164
1,4611,17,2026_07_11_12_42_38,2026_07_11_12_42_38,26.14048671722412,8.146601955249173e-05,0.0008146601955249217,90.7649917602539,78.07291412353516
1,4611,18,2026_07_11_12_43_05,2026_07_11_12_43_05,26.366998434066772,7.93892626146235e-05,0.000793892626146239,85.24298095703125,45.7919807434082
1,4611,19,2026_07_11_12_43_31,2026_07_11_12_43_31,26.29939103126526,7.723195175075134e-05,0.0007723195175075157,79.5661849975586,112.66114044189453
1,4611,20,2026_07_11_12_43_58,2026_07_11_12_43_58,26.70999550819397,7.500000000000003e-05,0.0007500000000000016,79.6114730834961,90.32054901123047
1,4611,21,2026_07_11_12_44_24,2026_07_11_12_44_25,26.898861408233643,7.269952498697742e-05,0.0007269952498697744,76.25975799560547,41.798927307128906
1,4611,22,2026_07_11_12_44_52,2026_07_11_12_44_52,27.222326278686523,7.033683215379005e-05,0.0007033683215379,74.00761413574219,43.525882720947266
1,4611,23,2026_07_11_12_45_18,2026_07_11_12_45_18,26.773824214935303,6.791839747726505e-05,0.0006791839747726502,66.57967376708984,50.926292419433594
1,4611,24,2026_07_11_12_45_45,2026_07_11_12_45_46,26.49087357521057,6.54508497187474e-05,0.0006545084971874733,74.40470123291016,70.9283447265625
1,4611,25,2026_07_11_12_46_12,2026_07_11_12_46_12,27.098464488983154,6.294095225512609e-05,0.0006294095225512602,59.61421203613281,49.427242279052734
1,4611,26,2026_07_11_12_46_38,2026_07_11_12_46_38,26.27866268157959,6.039558454088798e-05,0.0006039558454088784,64.0070571899414,51.699337005615234
1,4611,27,2026_07_11_12_47_05,2026_07_11_12_47_05,26.52092981338501,5.7821723252011565e-05,0.0005782172325201144,68.98199462890625,63.51609802246094
1,4611,28,2026_07_11_12_47_31,2026_07_11_12_47_31,26.359367609024048,5.5226423163382674e-05,0.0005522642316338251,57.51237487792969,51.78156661987305
1,4611,29,2026_07_11_12_47_58,2026_07_11_12_47_58,26.365944623947144,5.261679781214716e-05,0.0005261679781214708,63.96458435058594,49.50789260864258
1,4611,30,2026_07_11_12_48_24,2026_07_11_12_48_24,26.268566608428955,4.999999999999992e-05,0.0004999999999999994,57.52212905883789,46.208805084228516
1,4611,31,2026_07_11_12_48_50,2026_07_11_12_48_50,26.473262786865234,4.7383202187852754e-05,0.0004738320218785276,55.27351760864258,51.338382720947266
1,4611,32,2026_07_11_12_49_17,2026_07_11_12_49_17,26.34294104576111,4.477357683661734e-05,0.00044773576836617336,61.9390869140625,52.91666793823242
1,4611,33,2026_07_11_12_49_43,2026_07_11_12_49_43,26.786158561706543,4.2178276747988467e-05,0.00042178276747988487,62.297630310058594,49.82701873779297
1,4611,34,2026_07_11_12_50_10,2026_07_11_12_50_10,26.725444555282593,3.960441545911203e-05,0.00039604415459112036,62.920684814453125,49.25978469848633
1,4611,35,2026_07_11_12_50_37,2026_07_11_12_50_37,26.508389949798584,3.705904774487396e-05,0.0003705904774487393,47.738895416259766,46.92329406738281
1,4611,36,2026_07_11_12_51_03,2026_07_11_12_51_03,26.585904836654663,3.454915028125261e-05,0.00034549150281252633,50.859336853027344,49.418087005615234
1,4611,37,2026_07_11_12_51_30,2026_07_11_12_51_30,26.584344625473022,3.208160252273493e-05,0.0003208160252273496,54.24567794799805,45.84406661987305
1,4611,38,2026_07_11_12_51_56,2026_07_11_12_51_56,26.397281885147095,2.9663167846209967e-05,0.00029663167846209954,58.10822677612305,45.120582580566406
1,4611,39,2026_07_11_12_52_22,2026_07_11_12_52_22,26.155972003936768,2.7300475013022622e-05,0.0002730047501302261,45.9708137512207,46.81076431274414
1,4611,40,2026_07_11_12_52_49,2026_07_11_12_52_49,26.86060357093811,2.4999999999999964e-05,0.0002499999999999999,46.7995719909668,45.367897033691406
1,4611,41,2026_07_11_12_53_16,2026_07_11_12_53_16,26.548973321914673,2.2768048249248587e-05,0.00022768048249248646,45.45205307006836,45.1142692565918
1,4611,42,2026_07_11_12_53_43,2026_07_11_12_53_43,26.937256574630737,2.0610737385376295e-05,0.00020610737385376335,45.7636833190918,49.688289642333984
1,4611,43,2026_07_11_12_54_10,2026_07_11_12_54_10,27.203552722930908,1.8533980447508083e-05,0.00018533980447508122,40.035850524902344,56.52162170410156
1,4611,44,2026_07_11_12_54_36,2026_07_11_12_54_36,25.96804451942444,1.6543469682057025e-05,0.00016543469682057067,41.11465072631836,45.336647033691406
1,4611,45,2026_07_11_12_55_03,2026_07_11_12_55_03,26.605507850646973,1.464466094067255e-05,0.00014644660940672598,39.28624725341797,44.589962005615234
1,4611,46,2026_07_11_12_55_29,2026_07_11_12_55_29,26.683724403381348,1.2842758726130236e-05,0.00012842758726130265,46.24769973754883,48.747318267822266
1,4611,47,2026_07_11_12_55_56,2026_07_11_12_55_56,26.883546352386475,1.1142701927151394e-05,0.00011142701927151426,44.57181930541992,47.67692565917969
1,4611,48,2026_07_11_12_56_23,2026_07_11_12_56_23,27.066863536834717,9.549150281252579e-06,9.54915028125261e-05,40.4046630859375,48.23326873779297
1,4611,49,2026_07_11_12_56_49,2026_07_11_12_56_50,26.302543878555298,8.066471602728756e-06,8.06647160272879e-05,40.34502029418945,47.9595947265625
1,4611,50,2026_07_11_12_57_17,2026_07_11_12_57_17,27.654586791992188,6.6987298107780415e-06,6.698729810778072e-05,36.232112884521484,46.47474670410156
1,4611,51,2026_07_11_12_57_44,2026_07_11_12_57_44,26.38134503364563,5.44967379058158e-06,5.4496737905816096e-05,38.44828796386719,47.79971694946289
1,4611,52,2026_07_11_12_58_10,2026_07_11_12_58_10,26.298044204711914,4.322727117869926e-06,4.3227271178699496e-05,38.08637237548828,48.24384307861328
1,4611,53,2026_07_11_12_58_36,2026_07_11_12_58_36,26.46552348136902,3.3209786751398937e-06,3.3209786751399116e-05,39.17750549316406,47.9935302734375
1,4611,54,2026_07_11_12_59_03,2026_07_11_12_59_03,26.626554489135742,2.447174185242313e-06,2.4471741852423252e-05,38.141578674316406,48.054134368896484
1,4611,55,2026_07_11_12_59_29,2026_07_11_12_59_29,26.587392807006836,1.7037086855465814e-06,1.7037086855465877e-05,39.74190902709961,47.71890640258789
1,4611,56,2026_07_11_12_59_56,2026_07_11_12_59_56,26.41523575782776,1.0926199633097085e-06,1.0926199633097132e-05,32.62757873535156,47.7946662902832
1,4611,57,2026_07_11_13_00_23,2026_07_11_13_00_23,26.81855273246765,6.155829702431141e-07,6.15582970243116e-06,32.61040496826172,47.61726760864258
1,4611,58,2026_07_11_13_00_49,2026_07_11_13_00_49,26.456578731536865,2.7390523158632834e-07,2.7390523158632944e-06,37.87456512451172,47.450443267822266
1,4611,59,2026_07_11_13_01_16,2026_07_11_13_01_16,26.527257919311523,6.852326227130796e-08,6.852326227130831e-07,43.58181381225586,47.499210357666016
2,4612,0,2026_07_11_13_02_02,2026_07_11_13_02_03,39.578121185302734,0.0001,0.001,579.2634887695312,325.8156433105469
2,4612,1,2026_07_11_13_02_30,2026_07_11_13_02_30,27.327877283096313,9.993147673772868e-05,0.0009993147673772863,301.659912109375,322.8964538574219
2,4612,2,2026_07_11_13_02_57,2026_07_11_13_02_58,27.336220026016235,9.972609476841366e-05,0.0009972609476841371,297.74444580078125,299.8977355957031
2,4612,3,2026_07_11_13_03_24,2026_07_11_13_03_25,27.177197694778442,9.938441702975685e-05,0.00099384417029757,247.6421356201172,187.42677307128906
2,4612,4,2026_07_11_13_03_52,2026_07_11_13_03_52,27.559499740600586,9.890738003669021e-05,0.0009890738003669032,191.6594696044922,110.69207763671875
2,4612,5,2026_07_11_13_04_19,2026_07_11_13_04_19,27.291462898254395,9.829629131445338e-05,0.0009829629131445344,129.19776916503906,116.24431610107422
2,4612,6,2026_07_11_13_04_45,2026_07_11_13_04_46,26.320050477981567,9.75528258147576e-05,0.000975528258147576,128.76641845703125,73.38983917236328
2,4612,7,2026_07_11_13_05_13,2026_07_11_13_05_13,27.555800437927246,9.667902132485998e-05,0.0009667902132486008,108.87960052490234,84.14756774902344
2,4612,8,2026_07_11_13_05_39,2026_07_11_13_05_39,26.278221130371094,9.567727288212996e-05,0.0009567727288213021,126.2021713256836,83.95123291015625
2,4612,9,2026_07_11_13_06_06,2026_07_11_13_06_06,26.631447792053223,9.455032620941836e-05,0.0009455032620941862,108.2524185180664,140.40798950195312
2,4612,10,2026_07_11_13_06_32,2026_07_11_13_06_32,26.48076891899109,9.330127018922193e-05,0.0009330127018922216,106.94396209716797,81.6609878540039
2,4612,11,2026_07_11_13_06_59,2026_07_11_13_06_59,26.67884659767151,9.193352839727114e-05,0.0009193352839727146,108.75999450683594,106.40672302246094
2,4612,12,2026_07_11_13_07_25,2026_07_11_13_07_25,26.533480167388916,9.045084971874726e-05,0.000904508497187477,98.18587493896484,83.70138549804688
2,4612,13,2026_07_11_13_07_52,2026_07_11_13_07_53,26.392104864120483,8.885729807284835e-05,0.0008885729807284893,115.072021484375,70.5760726928711
2,4612,14,2026_07_11_13_08_19,2026_07_11_13_08_19,27.351143836975098,8.715724127386946e-05,0.0008715724127387006,91.890625,72.02698516845703
2,4612,15,2026_07_11_13_08_46,2026_07_11_13_08_46,26.41705870628357,8.535533905932718e-05,0.0008535533905932771,92.27510070800781,75.60906219482422
2,4612,16,2026_07_11_13_09_12,2026_07_11_13_09_13,26.21808171272278,8.345653031794285e-05,0.0008345653031794324,92.92476654052734,64.43718719482422
2,4612,17,2026_07_11_13_09_39,2026_07_11_13_09_40,27.319847345352173,8.146601955249173e-05,0.0008146601955249217,75.85382080078125,58.91887664794922
2,4612,18,2026_07_11_13_10_06,2026_07_11_13_10_06,27.401130437850952,7.93892626146235e-05,0.000793892626146239,86.20308685302734,148.26719665527344
2,4612,19,2026_07_11_13_10_33,2026_07_11_13_10_33,26.160493850708008,7.723195175075134e-05,0.0007723195175075157,88.47100830078125,93.87105560302734
2,4612,20,2026_07_11_13_10_59,2026_07_11_13_10_59,26.254555702209473,7.500000000000003e-05,0.0007500000000000016,80.2188720703125,75.5669174194336
2,4612,21,2026_07_11_13_11_25,2026_07_11_13_11_25,26.072111129760742,7.269952498697742e-05,0.0007269952498697744,71.49262237548828,109.13951873779297
2,4612,22,2026_07_11_13_11_51,2026_07_11_13_11_51,26.548515796661377,7.033683215379005e-05,0.0007033683215379,76.6209945678711,66.62136840820312
2,4612,23,2026_07_11_13_12_18,2026_07_11_13_12_18,26.11457896232605,6.791839747726505e-05,0.0006791839747726502,71.87059783935547,56.37468338012695
2,4612,24,2026_07_11_13_12_45,2026_07_11_13_12_46,27.143644094467163,6.54508497187474e-05,0.0006545084971874733,71.70610046386719,63.56076431274414
2,4612,25,2026_07_11_13_13_12,2026_07_11_13_13_12,27.090802669525146,6.294095225512609e-05,0.0006294095225512602,69.93607330322266,69.79356384277344
2,4612,26,2026_07_11_13_13_38,2026_07_11_13_13_38,26.244516372680664,6.039558454088798e-05,0.0006039558454088784,62.745635986328125,58.91556167602539
2,4612,27,2026_07_11_13_14_04,2026_07_11_13_14_04,26.19067668914795,5.7821723252011565e-05,0.0005782172325201144,69.96367645263672,59.99305725097656
2,4612,28,2026_07_11_13_14_30,2026_07_11_13_14_31,26.034555196762085,5.5226423163382674e-05,0.0005522642316338251,60.03541564941406,50.536617279052734
2,4612,29,2026_07_11_13_14_57,2026_07_11_13_14_57,26.929985284805298,5.261679781214716e-05,0.0005261679781214708,55.08565902709961,58.79798126220703
2,4612,30,2026_07_11_13_15_23,2026_07_11_13_15_23,26.03665328025818,4.999999999999992e-05,0.0004999999999999994,72.33003234863281,52.90104293823242
2,4612,31,2026_07_11_13_15_50,2026_07_11_13_15_50,26.524336338043213,4.7383202187852754e-05,0.0004738320218785276,56.10346603393555,60.32133865356445
2,4612,32,2026_07_11_13_16_16,2026_07_11_13_16_16,26.298521995544434,4.477357683661734e-05,0.00044773576836617336,60.76130294799805,65.4024658203125
2,4612,33,2026_07_11_13_16_42,2026_07_11_13_16_42,26.082202672958374,4.2178276747988467e-05,0.00042178276747988487,56.366790771484375,62.60321807861328
2,4612,34,2026_07_11_13_17_09,2026_07_11_13_17_09,26.327874898910522,3.960441545911203e-05,0.00039604415459112036,60.3458137512207,61.19097137451172
2,4612,35,2026_07_11_13_17_35,2026_07_11_13_17_35,26.170719623565674,3.705904774487396e-05,0.0003705904774487393,53.42266845703125,52.32465362548828
2,4612,36,2026_07_11_13_18_01,2026_07_11_13_18_01,26.095545530319214,3.454915028125261e-05,0.00034549150281252633,58.02442932128906,51.84690475463867
2,4612,37,2026_07_11_13_18_27,2026_07_11_13_18_27,26.14300799369812,3.208160252273493e-05,0.0003208160252273496,50.9957160949707,51.046085357666016
2,4612,38,2026_07_11_13_18_53,2026_07_11_13_18_54,26.476431131362915,2.9663167846209967e-05,0.00029663167846209954,47.721248626708984,49.62799835205078
2,4612,39,2026_07_11_13_19_20,2026_07_11_13_19_20,26.943315505981445,2.7300475013022622e-05,0.0002730047501302261,54.742149353027344,58.57007598876953
2,4612,40,2026_07_11_13_19_47,2026_07_11_13_19_47,26.34688377380371,2.4999999999999964e-05,0.0002499999999999999,48.828880310058594,52.5517692565918
2,4612,41,2026_07_11_13_20_13,2026_07_11_13_20_13,25.863539218902588,2.2768048249248587e-05,0.00022768048249248646,44.10881805419922,47.81534194946289
2,4612,42,2026_07_11_13_20_40,2026_07_11_13_20_40,27.089731454849243,2.0610737385376295e-05,0.00020610737385376335,44.668148040771484,53.06581497192383
2,4612,43,2026_07_11_13_21_06,2026_07_11_13_21_07,26.123013257980347,1.8533980447508083e-05,0.00018533980447508122,47.49631118774414,46.3345947265625
2,4612,44,2026_07_11_13_21_33,2026_07_11_13_21_33,27.09727120399475,1.6543469682057025e-05,0.00016543469682057067,44.59347152709961,57.696495056152344
2,4612,45,2026_07_11_13_21_59,2026_07_11_13_22_00,26.24591064453125,1.464466094067255e-05,0.00014644660940672598,39.58252716064453,46.317867279052734
2,4612,46,2026_07_11_13_22_26,2026_07_11_13_22_27,27.090070009231567,1.2842758726130236e-05,0.00012842758726130265,43.6441535949707,45.287879943847656
2,4612,47,2026_07_11_13_22_53,2026_07_11_13_22_53,27.25987982749939,1.1142701927151394e-05,0.00011142701927151426,48.32284927368164,47.64946365356445
2,4612,48,2026_07_11_13_23_20,2026_07_11_13_23_20,26.865870237350464,9.549150281252579e-06,9.54915028125261e-05,40.6957893371582,45.75789260864258
2,4612,49,2026_07_11_13_23_46,2026_07_11_13_23_47,26.133598566055298,8.066471602728756e-06,8.06647160272879e-05,40.71284103393555,45.71180725097656
2,4612,50,2026_07_11_13_24_13,2026_07_11_13_24_13,26.784156322479248,6.6987298107780415e-06,6.698729810778072e-05,45.078086853027344,47.69618225097656
2,4612,51,2026_07_11_13_24_39,2026_07_11_13_24_39,26.249953508377075,5.44967379058158e-06,5.4496737905816096e-05,40.13872146606445,45.81755065917969
2,4612,52,2026_07_11_13_25_06,2026_07_11_13_25_06,26.128403186798096,4.322727117869926e-06,4.3227271178699496e-05,42.249366760253906,46.672821044921875
2,4612,53,2026_07_11_13_25_32,2026_07_11_13_25_32,26.096561431884766,3.3209786751398937e-06,3.3209786751399116e-05,41.22941970825195,45.44981002807617
2,4612,54,2026_07_11_13_25_58,2026_07_11_13_25_59,26.28184485435486,2.447174185242313e-06,2.4471741852423252e-05,41.273834228515625,45.074337005615234
2,4612,55,2026_07_11_13_26_25,2026_07_11_13_26_26,26.983996868133545,1.7037086855465814e-06,1.7037086855465877e-05,39.85441970825195,44.98405838012695
2,4612,56,2026_07_11_13_26_52,2026_07_11_13_26_52,26.96762466430664,1.0926199633097085e-06,1.0926199633097132e-05,37.104854583740234,45.40309524536133
