epoch,start_time,end_time,epoch_time_s,learning_rate,train_loss,train_dice_class_1,train_dice_class_2,val_loss,val_foreground_dice_mean,val_dice_class_1,val_dice_class_2
34,2026_06_23_13_49_55,2026_06_23_13_49_55,140.98151278495789,0.00019702957262760043,0.4579041004180908,0.46727025508880615,0.30951836705207825,,,,
35,2026_06_23_13_57_45,2026_06_23_13_57_45,469.9134314060211,0.0001965925826289076,0.4570043981075287,0.4872332215309143,0.31491804122924805,0.7384302616119385,0.24269390106201172,0.312258780002594,0.17312908172607422
36,2026_06_23_14_00_03,2026_06_23_14_00_03,138.8492305278778,0.00019612616959383285,0.4537959694862366,0.4544215798377991,0.30105915665626526,,,,
37,2026_06_23_14_07_48,2026_06_23_14_07_49,464.3987147808075,0.00019563047559630452,0.43423792719841003,0.469249427318573,0.28023624420166016,0.5440943241119385,0.41228407621383667,0.598073422908783,0.22649475932121277
38,2026_06_23_14_10_06,2026_06_23_14_10_06,138.19574546813965,0.00019510565162951646,0.39018508791923523,0.3991398513317108,0.2669508159160614,,,,
39,2026_06_23_14_17_50,2026_06_23_14_17_50,463.80985856056213,0.0001945518575599329,0.4076063632965088,0.43827688694000244,0.3095081150531769,0.6260483860969543,0.3404896855354309,0.492887407541275,0.18809185922145844
40,2026_06_23_14_20_03,2026_06_23_14_20_03,132.94626688957214,0.00019396926207859182,0.4316723644733429,0.46079838275909424,0.3073803186416626,,,,
41,2026_06_23_14_27_55,2026_06_23_14_27_55,471.7615382671356,0.0001933580426497213,0.42598021030426025,0.4684765040874481,0.3047500252723694,0.56392502784729,0.3829231262207031,0.4857124090194702,0.2801338732242584
42,2026_06_23_14_30_06,2026_06_23_14_30_06,131.70976161956787,0.0001927183854566796,0.466147243976593,0.4662001430988312,0.32606789469718933,,,,
43,2026_06_23_14_38_02,2026_06_23_14_38_02,475.4873025417328,0.00019205048534524507,0.42836838960647583,0.46674320101737976,0.3223155438899994,0.6340135931968689,0.33674365282058716,0.46653300523757935,0.20695431530475616
44,2026_06_23_14_40_22,2026_06_23_14_40_22,140.1572127342224,0.00019135454576426107,0.42425936460494995,0.4466831386089325,0.3056136667728424,,,,
45,2026_06_23_14_48_15,2026_06_23_14_48_15,473.40821981430054,0.0001906307787036656,0.42868128418922424,0.470566064119339,0.3447861075401306,0.5691604018211365,0.38784193992614746,0.5768151879310608,0.19886867702007294
46,2026_06_23_14_50_37,2026_06_23_14_50_37,141.35356640815735,0.00018987940462991725,0.42237144708633423,0.46429845690727234,0.3394801616668701,,,,
47,2026_06_23_14_58_28,2026_06_23_14_58_28,471.63699221611023,0.00018910065241883712,0.41528284549713135,0.4616032838821411,0.32281482219696045,0.6797961592674255,0.2971952557563782,0.3842742443084717,0.2101161628961563
48,2026_06_23_15_00_54,2026_06_23_15_00_54,145.5609142780304,0.00018829475928589282,0.41929444670677185,0.47342586517333984,0.32977455854415894,,,,
49,2026_06_23_15_08_35,2026_06_23_15_08_37,461.66956782341003,0.00018746197071393964,0.4150594174861908,0.46820491552352905,0.3290480375289917,0.567562997341156,0.39372044801712036,0.5519006252288818,0.23554033041000366
50,2026_06_23_15_10_47,2026_06_23_15_10_47,131.17768239974976,0.00018660254037844386,0.4121287167072296,0.4622723460197449,0.34315967559814453,,,,
51,2026_06_23_15_18_29,2026_06_23_15_18_29,462.71005058288574,0.00018571673007021112,0.40968456864356995,0.4622705578804016,0.31658104062080383,0.581935703754425,0.3653922379016876,0.499260276556015,0.23152415454387665
52,2026_06_23_15_20_41,2026_06_23_15_20_41,131.629390001297,0.0001848048096156425,0.3855038583278656,0.4777878224849701,0.3519497513771057,,,,
53,2026_06_23_15_28_30,2026_06_23_15_28_30,469.2715072631836,0.00018386705679454215,0.38954976201057434,0.4802342355251312,0.3233715295791626,0.5835778117179871,0.386025071144104,0.4846118986606598,0.2874382734298706
54,2026_06_23_15_30_45,2026_06_23_15_30_45,134.2491056919098,0.00018290375725550385,0.42308157682418823,0.47568368911743164,0.35682669281959534,,,,
55,2026_06_23_15_38_38,2026_06_23_15_38_39,473.35439586639404,0.0001819152044288991,0.41363346576690674,0.4841102063655853,0.35176995396614075,0.4892711043357849,0.43896016478538513,0.6391246318817139,0.23879563808441162
56,2026_06_23_15_41_00,2026_06_23_15_41_00,142.03773260116577,0.00018090169943749438,0.40521493554115295,0.4831238389015198,0.3726237714290619,,,,
57,2026_06_23_15_48_56,2026_06_23_15_48_56,475.6156716346741,0.00017986355100472895,0.4161640703678131,0.5107905268669128,0.34959399700164795,0.6251411437988281,0.3407720625400543,0.3639560341835022,0.3175881505012512
58,2026_06_23_15_51_19,2026_06_23_15_51_19,143.1375172138214,0.000178801075360672,0.3974357545375824,0.4807412326335907,0.35679131746292114,,,,
59,2026_06_23_15_59_10,2026_06_23_15_59_12,470.9502947330475,0.00017771459614569679,0.3870813250541687,0.48838597536087036,0.3606102168560028,0.4886385202407837,0.4488779604434967,0.617004930973053,0.2807510197162628
60,2026_06_23_16_01_30,2026_06_23_16_01_30,140.7328486442566,0.00017660444431189738,0.4011996388435364,0.47977107763290405,0.34623444080352783,,,,
61,2026_06_23_16_09_14,2026_06_23_16_09_14,463.4149212837219,0.000175470958022277,0.3964352309703827,0.4782930910587311,0.3521609604358673,0.5822046995162964,0.3993073105812073,0.4348321557044983,0.3637825846672058
62,2026_06_23_16_11_24,2026_06_23_16_11_24,130.2849042415619,0.00017431448254773952,0.4146367609500885,0.4726995825767517,0.35343635082244873,,,,
63,2026_06_23_16_19_08,2026_06_23_16_19_08,464.14503622055054,0.00017313537016191698,0.40277665853500366,0.4819537401199341,0.3656412363052368,0.6154650449752808,0.3614282011985779,0.44962796568870544,0.2732284367084503
64,2026_06_23_16_21_20,2026_06_23_16_21_20,132.0298318862915,0.00017193398003386527,0.3824059069156647,0.48269322514533997,0.36336517333984375,,,,
65,2026_06_23_16_29_19,2026_06_23_16_29_20,479.0243179798126,0.00017071067811865506,0.37527215480804443,0.46592092514038086,0.3587077260017395,0.528590202331543,0.3936380445957184,0.5511471629142761,0.23612910509109497
66,2026_06_23_16_31_34,2026_06_23_16_31_34,134.26860356330872,0.00016946583704590003,0.35854384303092957,0.4473893642425537,0.32872405648231506,,,,
67,2026_06_23_16_39_51,2026_06_23_16_39_51,497.33905696868896,0.00016819983600625032,0.39225414395332336,0.48697662353515625,0.3721688389778137,0.5311747789382935,0.3858577609062195,0.5250879526138306,0.24662770330905914
68,2026_06_23_16_42_16,2026_06_23_16_42_16,144.76844882965088,0.00016691306063588643,0.36987918615341187,0.46101126074790955,0.35218170285224915,,,,
69,2026_06_23_16_50_13,2026_06_23_16_50_13,477.17228603363037,0.00016560590289905162,0.40619906783103943,0.4853544533252716,0.37406495213508606,0.544019877910614,0.4235335886478424,0.4769594073295593,0.3701077997684479
70,2026_06_23_16_52_35,2026_06_23_16_52_35,141.93655395507812,0.00016427876096865505,0.39610275626182556,0.4982203245162964,0.3831082582473755,,,,
71,2026_06_23_17_00_24,2026_06_23_17_00_24,468.8843491077423,0.0001629320391049844,0.3802776336669922,0.4769282042980194,0.3559916317462921,0.5833913087844849,0.38746291399002075,0.5259866714477539,0.2489391416311264
72,2026_06_23_17_02_47,2026_06_23_17_02_47,143.8631808757782,0.00016156614753256635,0.38045820593833923,0.468025267124176,0.35914096236228943,,,,
73,2026_06_23_17_10_37,2026_06_23_17_10_38,469.0514771938324,0.0001601815023152052,0.3911024332046509,0.4790152609348297,0.37397870421409607,0.4376763105392456,0.4673229455947876,0.6540935039520264,0.28055229783058167
74,2026_06_23_17_12_54,2026_06_23_17_12_54,137.24152040481567,0.0001587785252292476,0.36552760004997253,0.45805624127388,0.3768142759799957,,,,
75,2026_06_23_17_20_45,2026_06_23_17_20_45,471.25751876831055,0.00015735764363510485,0.3985885977745056,0.5146554112434387,0.40077611804008484,0.542742133140564,0.3812457025051117,0.5368502140045166,0.22564110159873962
76,2026_06_23_17_22_59,2026_06_23_17_22_59,134.19405269622803,0.00015591929034707488,0.3677121102809906,0.45518675446510315,0.36064401268959045,,,,
77,2026_06_23_17_30_58,2026_06_23_17_30_58,478.8936860561371,0.00015446390350150273,0.38472506403923035,0.47579559683799744,0.376381516456604,0.5017878413200378,0.4380963444709778,0.5702396631240845,0.3059529960155487
78,2026_06_23_17_33_19,2026_06_23_17_33_19,140.46306538581848,0.00015299192642332038,0.3667299151420593,0.48633432388305664,0.37697556614875793,,,,
79,2026_06_23_17_41_20,2026_06_23_17_41_20,481.6846458911896,0.00015150380749100515,0.3637998104095459,0.48480966687202454,0.37199515104293823,0.6228571534156799,0.3565130829811096,0.4076276421546936,0.30539846420288086
80,2026_06_23_17_43_47,2026_06_23_17_43_47,147.22132897377014,0.00014999999999999974,0.35993635654449463,0.4738616943359375,0.3787327706813812,,,,
81,2026_06_23_17_51_49,2026_06_23_17_51_49,481.715229511261,0.00014848096202463358,0.37459760904312134,0.4738028347492218,0.3885667026042938,0.5116622447967529,0.3953787386417389,0.5849376320838928,0.20581987500190735
82,2026_06_23_17_54_15,2026_06_23_17_54_15,145.90339350700378,0.00014694715627858884,0.37844038009643555,0.4876082241535187,0.4054800271987915,,,,
83,2026_06_23_18_02_04,2026_06_23_18_02_06,468.66967010498047,0.00014539904997395422,0.3674430251121521,0.482038676738739,0.3954600393772125,0.4376233220100403,0.5072740912437439,0.6636180281639099,0.35093003511428833
84,2026_06_23_18_04_26,2026_06_23_18_04_26,142.36625146865845,0.00014383711467890725,0.3763681948184967,0.4791540503501892,0.40084853768348694,,,,
85,2026_06_23_18_12_13,2026_06_23_18_12_13,466.85627365112305,0.00014226182617406945,0.3770713806152344,0.4918833374977112,0.4176507294178009,0.5007282495498657,0.44112953543663025,0.5894178152084351,0.29284122586250305
86,2026_06_23_18_14_26,2026_06_23_18_14_26,133.38597774505615,0.00014067366430757972,0.3853222131729126,0.5116921067237854,0.41738855838775635,,,,
87,2026_06_23_18_22_17,2026_06_23_18_22_17,470.4763307571411,0.00013907311284892728,0.3815990090370178,0.49507609009742737,0.3993805944919586,0.4928073585033417,0.42214176058769226,0.6639043688774109,0.18037943542003632
88,2026_06_23_18_24_28,2026_06_23_18_24_28,130.76025772094727,0.000137460659341591,0.35873574018478394,0.46759507060050964,0.3840167820453644,,,,
89,2026_06_23_18_32_26,2026_06_23_18_32_27,477.9461660385132,0.00013583679495452988,0.36631470918655396,0.480307012796402,0.39743709564208984,0.36290913820266724,0.5344747304916382,0.7360926270484924,0.3328568935394287
90,2026_06_23_18_34_46,2026_06_23_18_34_46,140.350576877594,0.00013420201433256689,0.3295761048793793,0.4368961453437805,0.3591935336589813,,,,
91,2026_06_23_18_42_44,2026_06_23_18_42_44,478.3391900062561,0.00013255681544571563,0.3352111279964447,0.43957972526550293,0.36709359288215637,0.5019038915634155,0.4433210492134094,0.5980408191680908,0.2886013090610504
92,2026_06_23_18_45_08,2026_06_23_18_45_08,144.14783668518066,0.00013090169943749468,0.3568696975708008,0.5117540955543518,0.41144493222236633,,,,
93,2026_06_23_18_53_03,2026_06_23_18_53_04,475.04712319374084,0.00012923717047227362,0.34764835238456726,0.47656935453414917,0.3807978928089142,0.4348643124103546,0.4926975965499878,0.6725136041641235,0.3128814697265625
94,2026_06_23_18_55_28,2026_06_23_18_55_28,144.1294186115265,0.00012756373558169942,0.360067218542099,0.4858162999153137,0.40053436160087585,,,,
95,2026_06_23_19_03_15,2026_06_23_19_03_16,467.7918863296509,0.00012588190451025155,0.35081809759140015,0.5216424465179443,0.4105983078479767,0.45101580023765564,0.4644647538661957,0.6503086686134338,0.27862054109573364
96,2026_06_23_19_05_31,2026_06_23_19_05_31,136.0721879005432,0.00012419218955996624,0.3653598427772522,0.4879787564277649,0.43093058466911316,,,,
97,2026_06_23_19_13_16,2026_06_23_19_13_16,464.4649112224579,0.0001224951054343859,0.35817185044288635,0.47919535636901855,0.4266580045223236,0.5149654150009155,0.43381837010383606,0.6537569165229797,0.21387986838817596
98,2026_06_23_19_15_26,2026_06_23_19_15_26,129.76293992996216,0.00012079116908177534,0.3703962564468384,0.4939686954021454,0.4370311498641968,,,,
99,2026_06_23_19_23_12,2026_06_23_19_23_13,465.9576106071472,0.00011908089953765384,0.3658667206764221,0.4931942820549011,0.4204345643520355,0.4627508521080017,0.4829292595386505,0.6344000697135925,0.3314586281776428
100,2026_06_23_19_25_25,2026_06_23_19_25_25,132.90823006629944,0.00011736481776669247,0.35357388854026794,0.491951048374176,0.4187723696231842,,,,
101,2026_06_23_19_33_15,2026_06_23_19_33_16,470.8642098903656,0.00011564344650402263,0.36628493666648865,0.4954513609409332,0.4179496467113495,0.414789617061615,0.516428530216217,0.6860550045967102,0.3468020558357239
102,2026_06_23_19_35_34,2026_06_23_19_35_34,138.70978546142578,0.00011391731009600606,0.34888216853141785,0.49397343397140503,0.3927539587020874,,,,
103,2026_06_23_19_43_24,2026_06_23_19_43_24,469.8925769329071,0.0001121869343405142,0.35818833112716675,0.5184393525123596,0.4229740798473358,0.4540311396121979,0.4973950684070587,0.6533218622207642,0.34146827459335327
104,2026_06_23_19_45_44,2026_06_23_19_45_44,139.88685035705566,0.00011045284632676486,0.3473488688468933,0.4742248058319092,0.4066143333911896,,,,
105,2026_06_23_19_53_31,2026_06_23_19_53_31,466.66471314430237,0.00010871557427476525,0.3466508090496063,0.49191874265670776,0.42718052864074707,0.5860536098480225,0.4085713028907776,0.5384566187858582,0.27868592739105225
106,2026_06_23_19_55_49,2026_06_23_19_55_49,138.15217208862305,0.00010697564737441194,0.3173125386238098,0.46815598011016846,0.399049311876297,,,,
107,2026_06_23_20_03_29,2026_06_23_20_03_30,460.7074189186096,0.00010523359562429386,0.34386977553367615,0.4703212082386017,0.40445390343666077,0.48949578404426575,0.4526350796222687,0.6426332592964172,0.26263681054115295
108,2026_06_23_20_05_43,2026_06_23_20_05_43,133.08447456359863,0.00010348994967024961,0.3349536061286926,0.5000306367874146,0.4171169400215149,,,,
109,2026_06_23_20_13_26,2026_06_23_20_13_27,463.0426239967346,0.00010174524064372798,0.3336568772792816,0.47938838601112366,0.4054255485534668,0.40977007150650024,0.5420209765434265,0.6618954539299011,0.42214643955230713
110,2026_06_23_20_15_37,2026_06_23_20_15_37,131.60919427871704,9.999999999999972e-05,0.34854942560195923,0.4970777928829193,0.4283704161643982,,,,
111,2026_06_23_20_23_26,2026_06_23_20_23_26,469.12859630584717,9.825475935627144e-05,0.33727508783340454,0.5094613432884216,0.4084016680717468,0.48463377356529236,0.4766659438610077,0.5624973773956299,0.3908344805240631
112,2026_06_23_20_25_41,2026_06_23_20_25_41,134.4559109210968,9.651005032974976e-05,0.3273281753063202,0.45871108770370483,0.3928010165691376,,,,
113,2026_06_23_20_33_31,2026_06_23_20_33_31,470.4085280895233,9.476640437570529e-05,0.33459681272506714,0.48123592138290405,0.4024883806705475,0.5556870102882385,0.43001508712768555,0.5209893584251404,0.3390408456325531
114,2026_06_23_20_35_52,2026_06_23_20_35_52,141.1506187915802,9.302435262558725e-05,0.33642345666885376,0.5057709813117981,0.4180184602737427,,,,
115,2026_06_23_20_43_42,2026_06_23_20_43_43,470.0904562473297,9.128442572523403e-05,0.3328690826892853,0.4927375316619873,0.42842498421669006,0.48175978660583496,0.4630914330482483,0.615257978439331,0.3109249472618103
116,2026_06_23_20_46_03,2026_06_23_20_46_03,140.49288320541382,8.954715367323447e-05,0.34007057547569275,0.492917537689209,0.4266568124294281,,,,
117,2026_06_23_20_53_47,2026_06_23_20_53_48,464.59554719924927,8.781306565948496e-05,0.33260229229927063,0.5256622433662415,0.4475756287574768,0.4266291558742523,0.5073541402816772,0.6671856641769409,0.34752267599105835
118,2026_06_23_20_56_03,2026_06_23_20_56_03,135.840491771698,8.608268990399314e-05,0.35301586985588074,0.4771095812320709,0.42475298047065735,,,,
119,2026_06_23_21_03_45,2026_06_23_21_03_45,461.9891791343689,8.435655349597673e-05,0.3526168763637543,0.5115535855293274,0.4365178346633911,0.45763930678367615,0.49497202038764954,0.6211907863616943,0.3687531054019928
120,2026_06_23_21_05_55,2026_06_23_21_05_55,130.01367831230164,8.263518223330682e-05,0.330124169588089,0.5093711614608765,0.4367622435092926,,,,
121,2026_06_23_21_13_40,2026_06_23_21_13_40,464.22956585884094,8.091910046234537e-05,0.32337161898612976,0.5033606886863708,0.4339059591293335,0.45363423228263855,0.4915926456451416,0.6025327444076538,0.3806524872779846
122,2026_06_23_21_15_49,2026_06_23_21_15_49,129.53254795074463,7.920883091822401e-05,0.35907623171806335,0.5311568379402161,0.44558608531951904,,,,
123,2026_06_23_21_23_38,2026_06_23_21_23_38,469.34134125709534,7.750489456561347e-05,0.3438483774662018,0.5097450017929077,0.43983399868011475,0.508313000202179,0.44895678758621216,0.521247923374176,0.37666556239128113
124,2026_06_23_21_25_54,2026_06_23_21_25_54,135.26629877090454,7.580781044003315e-05,0.3172794282436371,0.4782611131668091,0.40091627836227417,,,,
125,2026_06_23_21_33_41,2026_06_23_21_33_42,467.7928092479706,7.41180954897478e-05,0.3485419452190399,0.5123338103294373,0.4343235194683075,0.41327062249183655,0.5260546207427979,0.6600282788276672,0.39208096265792847
126,2026_06_23_21_35_59,2026_06_23_21_35_59,137.2146520614624,7.243626441830013e-05,0.30370840430259705,0.4707968235015869,0.41697677969932556,,,,
127,2026_06_23_21_43_44,2026_06_23_21_43_44,465.4566946029663,7.076282952772633e-05,0.3084256649017334,0.49813541769981384,0.4217126965522766,0.4898589551448822,0.4594312906265259,0.5932634472846985,0.32559916377067566
128,2026_06_23_21_46_01,2026_06_23_21_46_01,137.15325164794922,6.909830056250527e-05,0.3233658969402313,0.5070824027061462,0.4328297972679138,,,,
129,2026_06_23_21_53_41,2026_06_23_21_53_41,459.5806174278259,6.744318455428427e-05,0.3204387128353119,0.484885036945343,0.4040573239326477,0.4166127145290375,0.5129439234733582,0.6989736557006836,0.32691410183906555
130,2026_06_23_21_55_53,2026_06_23_21_55_53,131.829434633255,6.579798566743312e-05,0.3208012282848358,0.46592748165130615,0.4106484353542328,,,,
131,2026_06_23_22_03_30,2026_06_23_22_03_31,457.41146969795227,6.416320504546996e-05,0.32453787326812744,0.4983450770378113,0.424853652715683,0.4346185624599457,0.5132564306259155,0.6273781061172485,0.3991347551345825
132,2026_06_23_22_05_39,2026_06_23_22_05_39,128.50839042663574,6.253934065840871e-05,0.30703139305114746,0.4781566858291626,0.4246290624141693,,,,
133,2026_06_23_22_13_21,2026_06_23_22_13_21,462.298171043396,6.092688715107254e-05,0.33000069856643677,0.48797255754470825,0.4511973559856415,0.4693935513496399,0.4712275266647339,0.595878005027771,0.3465770483016968
134,2026_06_23_22_15_31,2026_06_23_22_15_31,129.7926754951477,5.932633569241983e-05,0.337211012840271,0.534454882144928,0.47897329926490784,,,,
135,2026_06_23_22_23_20,2026_06_23_22_23_20,468.80886936187744,5.773817382592997e-05,0.33304187655448914,0.5091957449913025,0.456190288066864,0.5194687843322754,0.4340551197528839,0.5373740196228027,0.33073627948760986
136,2026_06_23_22_25_36,2026_06_23_22_25_36,136.07721042633057,5.6162885321092094e-05,0.32999178767204285,0.5037788152694702,0.4359811842441559,,,,
137,2026_06_23_22_33_21,2026_06_23_22_33_21,465.5068504810333,5.460095002604515e-05,0.31925269961357117,0.5029656887054443,0.42931950092315674,0.517291784286499,0.4091910719871521,0.5654663443565369,0.25291574001312256
138,2026_06_23_22_35_36,2026_06_23_22_35_36,135.02980041503906,5.305284372141074e-05,0.3348817229270935,0.5197445750236511,0.4700343906879425,,,,
139,2026_06_23_22_43_17,2026_06_23_22_43_17,461.1796498298645,5.151903797536606e-05,0.3228137195110321,0.5025525689125061,0.43954524397850037,0.4555104374885559,0.48893675208091736,0.6403951644897461,0.3374782204627991
140,2026_06_23_22_45_32,2026_06_23_22_45_32,134.7900366783142,4.999999999999975e-05,0.32606762647628784,0.5034482479095459,0.44868963956832886,,,,
141,2026_06_23_22_53_09,2026_06_23_22_53_09,456.7066776752472,4.849619250899433e-05,0.328538715839386,0.5077692866325378,0.4547644555568695,0.4420190751552582,0.5040130615234375,0.6155741810798645,0.39245206117630005
142,2026_06_23_22_55_17,2026_06_23_22_55_17,128.4556360244751,4.700807357667926e-05,0.3232840895652771,0.48803237080574036,0.444649338722229,,,,
143,2026_06_23_23_02_56,2026_06_23_23_02_56,458.7324676513672,4.5536096498497045e-05,0.31432124972343445,0.5175519585609436,0.4503554701805115,0.45661431550979614,0.4893859028816223,0.6210417151451111,0.3577301800251007
144,2026_06_23_23_05_04,2026_06_23_23_05_04,127.98353743553162,4.408070965292515e-05,0.3211360275745392,0.5263167023658752,0.46887660026550293,,,,
145,2026_06_23_23_12_47,2026_06_23_23_12_47,463.113018989563,4.264235636489513e-05,0.32159510254859924,0.4952026903629303,0.4438585340976715,0.4515281021595001,0.508890688419342,0.6088916659355164,0.4088898301124573
146,2026_06_23_23_14_59,2026_06_23_23_14_59,131.4118733406067,4.122147477075245e-05,0.3274785578250885,0.5162342190742493,0.4627809226512909,,,,
147,2026_06_23_23_22_43,2026_06_23_23_22_43,464.5401916503906,3.981849768479496e-05,0.32820236682891846,0.5113620758056641,0.4493540823459625,0.4674892723560333,0.49780821800231934,0.6023991107940674,0.3932173550128937
